review_priority,review_lane,group_key,candidate_rank,game_id,title,release_year,source_type,source_ref,has_stable_catalog_id,has_edition_keyword,platform_count,tag_count,alias_count,has_cover,proposed_action,recommended_action,winner_game_id,recommended_winner_game_id,review_instruction
20,preserve_edition_review,deusexhumanrevolutiondirectorscut,2,rawg_deus_ex_human_revolution_director_s_cut,Deus Ex: Human Revolution - Director's Cut,2013,finder,rawg:3876,f,t,2,16,0,t,needs_review,needs_review,,steam_238010_deus_ex_human_revolution_director_s_cut,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,devilmaycry4specialedition,1,rawg_devil_may_cry_4_special_edition,Devil May Cry 4: Special Edition,2015,finder,rawg:13466,f,t,10,10,0,t,needs_review,needs_review,,rawg_devil_may_cry_4_special_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,devilmaycry4specialedition,2,steam_329050_devil_may_cry_4_special_edition,Devil May Cry® 4 Special Edition,2015,finder,steam:329050,f,t,1,3,0,t,needs_review,needs_review,,rawg_devil_may_cry_4_special_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,discoelysiumthefinalcut,1,disco_elysium_the_final_cut,Disco Elysium - The Final Cut,0,finder,ggapp:o84KGk,t,t,0,5,0,t,needs_review,needs_review,,disco_elysium_the_final_cut,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,discoelysiumthefinalcut,2,wiki_disco_elysium_the_final_cut,Disco Elysium: The Final Cut,2021,finder,wikipedia:Disco Elysium: The Final Cut,f,t,2,1,0,t,needs_review,needs_review,,disco_elysium_the_final_cut,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,divinityoriginalsin2definitiveedition,1,rawg_divinity_original_sin_2_definitive_edition,Divinity: Original Sin 2 - Definitive Edition,2018,finder,rawg:59199,f,t,13,4,0,t,needs_review,needs_review,,rawg_divinity_original_sin_2_definitive_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,divinityoriginalsin2definitiveedition,2,steam_435150_divinity_original_sin_2_definitive_edition,Divinity: Original Sin 2 - Definitive Edition,2017,finder,steam:435150,f,t,1,7,0,t,needs_review,needs_review,,rawg_divinity_original_sin_2_definitive_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,divinityoriginalsinenhancededition,1,rawg_divinity_original_sin_enhanced_edition,Divinity: Original Sin - Enhanced Edition,2015,finder,rawg:16359,f,t,12,16,0,t,needs_review,needs_review,,rawg_divinity_original_sin_enhanced_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,divinityoriginalsinenhancededition,2,steam_373420_divinity_original_sin_enhanced_edition,Divinity: Original Sin - Enhanced Edition,2015,finder,steam:373420,f,t,1,6,0,t,needs_review,needs_review,,rawg_divinity_original_sin_enhanced_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,dragonquestiiihd2dremake,1,dragon_quest_iii_hd_2d_remake,DRAGON QUEST III HD-2D Remake,0,finder,ggapp:vQcxUF,t,t,0,5,0,t,needs_review,needs_review,,dragon_quest_iii_hd_2d_remake,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,dragonquestiiihd2dremake,2,wiki_dragon_quest_iii_hd_2d_remake,Dragon Quest III HD-2D Remake,2024,finder,wikipedia:Dragon Quest III HD-2D Remake,f,t,2,1,0,t,needs_review,needs_review,,dragon_quest_iii_hd_2d_remake,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,dragonquestiiihd2dremake,3,wiki_dragon_quest_i_ii_hd_2d_remake,Dragon Quest I & II HD-2D Remake,2025,finder,wikipedia:Dragon Quest I & II HD-2D Remake,f,t,1,1,0,f,needs_review,needs_review,,dragon_quest_iii_hd_2d_remake,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,ducktalesremastered,1,rawg_ducktales_remastered,DuckTales: Remastered,2013,finder,rawg:2592,f,t,3,9,0,t,needs_review,needs_review,,rawg_ducktales_remastered,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,ducktalesremastered,2,steam_237630_ducktales_remastered,DuckTales: Remastered,2013,finder,steam:237630,f,t,1,5,0,t,needs_review,needs_review,,rawg_ducktales_remastered,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,fahrenheitindigoprophecyremastered,1,rawg_fahrenheit_indigo_prophecy_remastered,Fahrenheit: Indigo Prophecy Remastered,2015,finder,rawg:2296,f,t,9,9,0,t,needs_review,needs_review,,rawg_fahrenheit_indigo_prophecy_remastered,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,fahrenheitindigoprophecyremastered,2,steam_312840_fahrenheit_indigo_prophecy_remastered,Fahrenheit: Indigo Prophecy Remastered,2015,finder,steam:312840,f,t,1,3,0,t,needs_review,needs_review,,rawg_fahrenheit_indigo_prophecy_remastered,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,fallout3gameoftheyearedition,1,rawg_fallout_3_game_of_the_year_edition,Fallout 3: Game of the Year Edition,2009,finder,rawg:19451,f,t,1,19,0,t,needs_review,needs_review,,rawg_fallout_3_game_of_the_year_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,fallout3gameoftheyearedition,2,steam_22370_fallout_3_game_of_the_year_edition,Fallout 3: Game of the Year Edition,2009,finder,steam:22370,f,t,1,5,0,t,needs_review,needs_review,,rawg_fallout_3_game_of_the_year_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,finalfantasyxx2hdremaster,1,final_fantasy_x_x_2_hd_remaster,FINAL FANTASY X/X-2 HD Remaster,0,finder,ggapp:JRLORi,t,t,0,6,0,t,needs_review,needs_review,,final_fantasy_x_x_2_hd_remaster,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,finalfantasyxx2hdremaster,2,rawg_final_fantasy_x_x_2_hd_remaster,FINAL FANTASY X/X-2 HD Remaster,2013,finder,rawg:3332,f,t,2,10,0,t,needs_review,needs_review,,final_fantasy_x_x_2_hd_remaster,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,finalfantasyxx2hdremaster,3,steam_359870_final_fantasy_x_x_2_hd_remaster,FINAL FANTASY X/X-2 HD Remaster,2016,finder,steam:359870,f,t,2,3,0,t,needs_review,needs_review,,final_fantasy_x_x_2_hd_remaster,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,fullthrottleremastered,1,rawg_full_throttle_remastered,Full Throttle Remastered,2017,finder,rawg:43,f,t,2,5,0,t,needs_review,needs_review,,rawg_full_throttle_remastered,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,fullthrottleremastered,2,steam_228360_full_throttle_remastered,Full Throttle Remastered,2017,finder,steam:228360,f,t,1,5,0,t,needs_review,needs_review,,rawg_full_throttle_remastered,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,ghostoftsushimadirectorscut,1,ghost_of_tsushima_director_s_cut,Ghost of Tsushima Director's Cut,0,finder,ggapp:58Nsvb,t,t,0,5,0,t,needs_review,needs_review,,ghost_of_tsushima_director_s_cut,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,ghostoftsushimadirectorscut,2,rawg_ghost_of_tsushima_director_s_cut,Ghost of Tsushima Director's Cut,2021,finder,rawg:638650,f,t,6,5,0,t,needs_review,needs_review,,ghost_of_tsushima_director_s_cut,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,gravityrushremastered,1,gravity_rush_remastered,Gravity Rush Remastered,0,finder,ggapp:rH6s71,t,t,0,5,0,t,needs_review,needs_review,,gravity_rush_remastered,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,gravityrushremastered,2,wiki_gravity_rush_remastered,Gravity Rush Remastered,2015,finder,wikipedia:Gravity Rush Remastered,f,t,1,1,0,t,needs_review,needs_review,,gravity_rush_remastered,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,grimfandangoremastered,1,rawg_grim_fandango_remastered,Grim Fandango Remastered,2015,finder,rawg:1774,f,t,3,13,0,t,needs_review,needs_review,,rawg_grim_fandango_remastered,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,grimfandangoremastered,2,steam_316790_grim_fandango_remastered,Grim Fandango Remastered,2015,finder,steam:316790,f,t,1,6,0,t,needs_review,needs_review,,rawg_grim_fandango_remastered,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,heroesofmightmagiciiihdedition,1,rawg_heroes_of_might_magic_iii_hd_edition,Heroes of Might & Magic III - HD Edition,2015,finder,rawg:17620,f,t,2,12,0,t,needs_review,needs_review,,rawg_heroes_of_might_magic_iii_hd_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,heroesofmightmagiciiihdedition,2,steam_297000_heroes_of_might_and_magic_iii_hd_edition,Heroes® of Might & Magic® III - HD Edition,2015,finder,steam:297000,f,t,1,6,0,t,needs_review,needs_review,,rawg_heroes_of_might_magic_iii_hd_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,kamihd,1,kami_hd,Ōkami HD,0,finder,ggapp:ciqJbG,t,t,0,5,0,t,needs_review,needs_review,,kami_hd,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,kamihd,2,wiki_kami_hd,Ōkami HD,2017,finder,wikipedia:Ōkami HD,f,t,1,1,0,t,needs_review,needs_review,,kami_hd,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,kinironocorda3fullvoicespecial,1,rawg_kiniro_no_corda_3_full_voice_special,Kiniro no Corda 3: Full Voice Special,2013,finder,rawg:334428,f,t,2,2,0,t,needs_review,needs_review,,rawg_kiniro_no_corda_3_full_voice_special,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,kinironocorda3fullvoicespecial,2,wiki_kin_iro_no_corda_3_full_voice_special,Kin'iro no Corda 3: Full Voice Special,2018,finder,wikipedia:Kin'iro no Corda 3: Full Voice Special,f,t,1,1,0,f,needs_review,needs_review,,rawg_kiniro_no_corda_3_full_voice_special,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,mariokart8deluxe,1,mario_kart_8_deluxe,Mario Kart 8 Deluxe,0,finder,ggapp:JxJMYb,t,t,0,6,0,t,needs_review,needs_review,,mario_kart_8_deluxe,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,mariokart8deluxe,2,rawg_mario_kart_8_deluxe,Mario Kart 8 Deluxe,2017,finder,rawg:23165,f,t,1,3,0,t,needs_review,needs_review,,mario_kart_8_deluxe,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,marvelsspidermanremastered,1,marvel_s_spider_man_remastered,Marvel's Spider-Man: Remastered,0,finder,ggapp:Ny8QbG,t,t,0,0,0,t,needs_review,needs_review,,marvel_s_spider_man_remastered,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,marvelsspidermanremastered,2,rawg_marvel_s_spider_man_remastered,Marvel's Spider-Man Remastered,2020,finder,rawg:663742,f,t,4,14,0,t,needs_review,needs_review,,marvel_s_spider_man_remastered,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,metalgearsolidmastercollectionvol1,1,metal_gear_solid_master_collection_vol_1,Metal Gear Solid: Master Collection Vol. 1,0,finder,ggapp:Le5GSn,t,t,0,6,0,t,needs_review,needs_review,,metal_gear_solid_master_collection_vol_1,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,metalgearsolidmastercollectionvol1,2,wiki_metal_gear_solid_master_collection_vol_1,Metal Gear Solid Master Collection Vol. 1,2023,finder,wikipedia:Metal Gear Solid Master Collection Vol. 1,f,t,1,1,0,t,needs_review,needs_review,,metal_gear_solid_master_collection_vol_1,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,metroidprimetrilogy,1,metroid_prime_trilogy,Metroid Prime: Trilogy,0,finder,ggapp:vbP4T0,t,t,0,5,0,t,needs_review,needs_review,,metroid_prime_trilogy,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,metroidprimetrilogy,2,rawg_metroid_prime_trilogy,Metroid Prime: Trilogy,2009,finder,rawg:23958,f,t,1,4,0,t,needs_review,needs_review,,metroid_prime_trilogy,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,monkeyisland2specialeditionlechucksrevenge,1,rawg_monkey_island_2_special_edition_lechuck_s_revenge,Monkey Island 2 Special Edition: LeChuck’s Revenge,2010,finder,rawg:12074,f,t,1,10,0,t,needs_review,needs_review,,rawg_monkey_island_2_special_edition_lechuck_s_revenge,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,monkeyisland2specialeditionlechucksrevenge,2,steam_32460_monkey_islandtm_2_special_edition_lechuck_s_revengetm,Monkey Island™ 2 Special Edition: LeChuck’s Revenge™,2010,finder,steam:32460,f,t,1,6,0,t,needs_review,needs_review,,rawg_monkey_island_2_special_edition_lechuck_s_revenge,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,oriandtheblindforestdefinitiveedition,1,rawg_ori_and_the_blind_forest_definitive_edition,Ori and the Blind Forest: Definitive Edition,2016,finder,rawg:17959,f,t,6,15,0,t,needs_review,needs_review,,rawg_ori_and_the_blind_forest_definitive_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,oriandtheblindforestdefinitiveedition,2,steam_387290_ori_and_the_blind_forest_definitive_edition,Ori and the Blind Forest: Definitive Edition,2016,finder,steam:387290,f,t,1,5,0,t,needs_review,needs_review,,rawg_ori_and_the_blind_forest_definitive_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,phoenixwrightaceattorneytrilogy,1,phoenix_wright_ace_attorney_trilogy,Phoenix Wright: Ace Attorney Trilogy,0,finder,ggapp:jRXlif,t,t,0,5,0,t,needs_review,needs_review,,phoenix_wright_ace_attorney_trilogy,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,phoenixwrightaceattorneytrilogy,2,rawg_phoenix_wright_ace_attorney_trilogy,Phoenix Wright: Ace Attorney Trilogy,2013,finder,rawg:1452,f,t,3,5,0,t,needs_review,needs_review,,phoenix_wright_ace_attorney_trilogy,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,planescapetormentenhancededition,1,rawg_planescape_torment_enhanced_edition,Planescape: Torment: Enhanced Edition,2017,finder,rawg:10579,f,t,15,11,0,t,needs_review,needs_review,,rawg_planescape_torment_enhanced_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,planescapetormentenhancededition,2,steam_466300_planescape_torment_enhanced_edition,Planescape: Torment: Enhanced Edition,2017,finder,steam:466300,f,t,1,6,0,t,needs_review,needs_review,,rawg_planescape_torment_enhanced_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,plantsvszombiesgotyedition,1,rawg_plants_vs_zombies_goty_edition,Plants vs. Zombies GOTY Edition,2010,finder,rawg:19309,f,t,1,11,0,t,needs_review,needs_review,,rawg_plants_vs_zombies_goty_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,plantsvszombiesgotyedition,2,steam_3590_plants_vs_zombies_goty_edition,Plants vs. Zombies GOTY Edition,2009,finder,steam:3590,f,t,1,5,0,t,needs_review,needs_review,,rawg_plants_vs_zombies_goty_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,rockboshersdxdirectorscut,1,rawg_rock_boshers_dx_directors_cut,Rock Boshers DX: Directors Cut,2014,finder,rawg:18425,f,t,1,9,0,t,needs_review,needs_review,,rawg_rock_boshers_dx_directors_cut,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,rockboshersdxdirectorscut,2,wiki_rock_boshers_dx_director_s_cut,Rock Boshers DX: Director's Cut,2014,finder,wikipedia:Rock Boshers DX: Director's Cut,f,t,1,1,0,f,needs_review,needs_review,,rawg_rock_boshers_dx_directors_cut,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,rocksmith2014editionremastered,1,rawg_rocksmith_2014_edition_remastered,Rocksmith 2014 Edition - Remastered,2016,finder,rawg:10511,f,t,11,7,0,t,needs_review,needs_review,,rawg_rocksmith_2014_edition_remastered,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,rocksmith2014editionremastered,2,steam_221680_rocksmith_2014_edition_remastered,Rocksmith® 2014 Edition - Remastered,2016,finder,steam:221680,f,t,1,5,0,t,needs_review,needs_review,,rawg_rocksmith_2014_edition_remastered,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,shadowofthetombraiderdefinitiveedition,1,shadow_of_the_tomb_raider_definitive_edition,Shadow of the Tomb Raider: Definitive Edition,0,finder,ggapp:o43MLw,t,t,0,3,0,t,needs_review,needs_review,,shadow_of_the_tomb_raider_definitive_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,shadowofthetombraiderdefinitiveedition,2,steam_750920_shadow_of_the_tomb_raider_definitive_edition,Shadow of the Tomb Raider: Definitive Edition,2018,finder,steam:750920,f,t,1,1,0,t,needs_review,needs_review,,shadow_of_the_tomb_raider_definitive_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,spyroreignitedtrilogy,1,spyro_reignited_trilogy,Spyro™ Reignited Trilogy,0,finder,ggapp:OUrBT8,t,t,0,6,0,t,needs_review,needs_review,,spyro_reignited_trilogy,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,spyroreignitedtrilogy,2,steam_996580_spyrotm_reignited_trilogy,Spyro™ Reignited Trilogy,2019,finder,steam:996580,f,t,3,1,0,t,needs_review,needs_review,,spyro_reignited_trilogy,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,theelderscrollsivobliviongameoftheyearedition,1,rawg_the_elder_scrolls_iv_oblivion_game_of_the_year_edition,The Elder Scrolls IV: Oblivion Game of the Year Edition,2009,finder,rawg:15642,f,t,2,16,0,t,needs_review,needs_review,,rawg_the_elder_scrolls_iv_oblivion_game_of_the_year_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,theelderscrollsivobliviongameoftheyearedition,2,steam_22330_the_elder_scrolls_iv_oblivion_game_of_the_year_edition,The Elder Scrolls IV: Oblivion® Game of the Year Edition,2009,finder,steam:22330,f,t,1,5,0,t,needs_review,needs_review,,rawg_the_elder_scrolls_iv_oblivion_game_of_the_year_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,theelderscrollsvskyrimspecialedition,1,rawg_the_elder_scrolls_v_skyrim_special_edition,The Elder Scrolls V: Skyrim Special Edition,2016,finder,rawg:12447,f,t,10,18,0,t,needs_review,needs_review,,rawg_the_elder_scrolls_v_skyrim_special_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,theelderscrollsvskyrimspecialedition,2,steam_489830_the_elder_scrolls_v_skyrim_special_edition,The Elder Scrolls V: Skyrim Special Edition,2016,finder,steam:489830,f,t,1,5,0,t,needs_review,needs_review,,rawg_the_elder_scrolls_v_skyrim_special_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,thelegendofzeldaskywardswordhd,1,the_legend_of_zelda_skyward_sword_hd,The Legend of Zelda: Skyward Sword HD,0,finder,ggapp:y1a0Cg,t,t,0,4,0,t,needs_review,needs_review,,the_legend_of_zelda_skyward_sword_hd,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,thelegendofzeldaskywardswordhd,2,rawg_the_legend_of_zelda_skyward_sword_hd,The Legend of Zelda: Skyward Sword HD,2021,finder,rawg:558974,f,t,1,3,0,t,needs_review,needs_review,,the_legend_of_zelda_skyward_sword_hd,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,thelegendofzeldathewindwakerhd,1,the_legend_of_zelda_the_wind_waker_hd,The Legend of Zelda: The Wind Waker HD,0,finder,ggapp:Nt5z4y,t,t,0,4,0,t,needs_review,needs_review,,the_legend_of_zelda_the_wind_waker_hd,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,thelegendofzeldathewindwakerhd,2,rawg_the_legend_of_zelda_the_wind_waker_hd,The Legend of Zelda: The Wind Waker HD,2013,finder,rawg:27975,f,t,1,3,0,t,needs_review,needs_review,,the_legend_of_zelda_the_wind_waker_hd,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,thelegendofzeldatwilightprincesshd,1,the_legend_of_zelda_twilight_princess_hd,The Legend of Zelda: Twilight Princess HD,0,finder,ggapp:WZ6Zde,t,t,0,4,0,t,needs_review,needs_review,,the_legend_of_zelda_twilight_princess_hd,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,thelegendofzeldatwilightprincesshd,2,rawg_the_legend_of_zelda_twilight_princess_hd,The Legend of Zelda: Twilight Princess HD,2016,finder,rawg:24182,f,t,1,3,0,t,needs_review,needs_review,,the_legend_of_zelda_twilight_princess_hd,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,thesecretofmonkeyislandspecialedition,1,rawg_the_secret_of_monkey_island_special_edition,The Secret of Monkey Island: Special Edition,2009,finder,rawg:12073,f,t,2,11,0,t,needs_review,needs_review,,rawg_the_secret_of_monkey_island_special_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,thesecretofmonkeyislandspecialedition,2,steam_32360_the_secret_of_monkey_island_special_edition,The Secret of Monkey Island: Special Edition,2009,finder,steam:32360,f,t,2,5,0,t,needs_review,needs_review,,rawg_the_secret_of_monkey_island_special_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,thewitcher2assassinsofkingsenhancededition,1,rawg_the_witcher_2_assassins_of_kings_enhanced_edition,The Witcher 2: Assassins of Kings Enhanced Edition,2012,finder,rawg:16944,f,t,1,13,0,t,needs_review,needs_review,,rawg_the_witcher_2_assassins_of_kings_enhanced_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,thewitcher2assassinsofkingsenhancededition,2,steam_20920_the_witcher_2_assassins_of_kings_enhanced_edition,The Witcher 2: Assassins of Kings Enhanced Edition,2012,finder,steam:20920,f,t,1,4,0,t,needs_review,needs_review,,rawg_the_witcher_2_assassins_of_kings_enhanced_edition,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,thewonderful101remastered,1,the_wonderful_101_remastered,The Wonderful 101: Remastered,0,finder,ggapp:PQTFca,t,t,0,2,0,t,needs_review,needs_review,,the_wonderful_101_remastered,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
20,preserve_edition_review,thewonderful101remastered,2,wiki_the_wonderful_101_remastered,The Wonderful 101: Remastered,2020,finder,wikipedia:The Wonderful 101: Remastered,f,t,2,1,0,t,needs_review,needs_review,,the_wonderful_101_remastered,Preserve by default. Only approve a merge if the rows are proven source duplicates of the same playable edition.
